iter	Logloss
363	0.06691524054
364	0.06671527952
365	0.06627058805
366	0.06587393526
367	0.0655932669
368	0.06515949299
369	0.06475439202
370	0.06442059654
371	0.06398684156
372	0.0637703569
373	0.06347607383
374	0.06317749094
375	0.06284029726
376	0.06257491017
377	0.06229434475
378	0.06197402258
379	0.0616466366
380	0.06135875297
381	0.06115655804
382	0.06081856924
383	0.06049985093
384	0.06025709526
385	0.05994290158
386	0.05973026001
387	0.05940249481
388	0.05919381762
389	0.05899893261
390	0.05865505789
391	0.05831635028
392	0.05802459397
393	0.05777163364
394	0.05743518657
395	0.05709357889
396	0.05671997934
397	0.05656834512
398	0.05628921731
399	0.0560897852
400	0.0557457815
401	0.05553581401
402	0.05523746481
403	0.05497149794
404	0.05476097966
405	0.05441327604
406	0.05414142029
407	0.05382328945
408	0.05346986259
409	0.05316687991
410	0.05282010689
411	0.05246354037
412	0.05227578603
413	0.05193870594
414	0.05167912727
415	0.05140549078
416	0.0511041007
417	0.05080516522
418	0.05039918216
419	0.05012789731
420	0.04983986164
421	0.04960723314
422	0.04933073503
423	0.04913840105
424	0.04894228076
425	0.04869699715
426	0.04846867734
427	0.04826542876
428	0.04800619913
429	0.04772513321
430	0.04750126171
431	0.04724583673
432	0.04702154401
433	0.04673923334
434	0.04652344382
435	0.04622821477
436	0.04592210779
437	0.04567254625
438	0.04552527042
439	0.04527739792
440	0.04496005155
441	0.04469680195
442	0.04447436037
443	0.04426295408
444	0.04405391542
445	0.04381383205
446	0.04360955051
447	0.04334584655
448	0.04320537719
449	0.04298593093
450	0.0427605313
451	0.04246506561
452	0.042233108
453	0.04199750074
454	0.04182192824
455	0.04163890855
456	0.04146993012
457	0.04122476246
458	0.04105551071
459	0.0408816805
460	0.04069457456
461	0.04055104362
462	0.04031136255
463	0.04012303849
464	0.03991009166
465	0.03971265327
466	0.03951870478
467	0.03933261642
468	0.03914819462
469	0.0389253963
470	0.03873077634
471	0.03851117626
472	0.03832928241
473	0.03812505767
474	0.03792881788
475	0.03774488653
476	0.03753922772
477	0.03738097458
478	0.03724048688
479	0.03707650163
480	0.03695798157
481	0.03677814238
482	0.03660402404
483	0.03648007301
484	0.03628994987
485	0.0361564538
486	0.03604806209
487	0.03588728041
488	0.03576429843
489	0.03560222171
490	0.03543569551
491	0.03532968206
492	0.03516546254
493	0.03503055845
494	0.03494159164
495	0.0347879915
496	0.03460499134
497	0.03447330738
498	0.0343042544
499	0.0341524782
500	0.03402158404
501	0.03388956285
502	0.03375451677
503	0.03363777568
504	0.03348904863
505	0.03330025779
506	0.03315537562
507	0.03300514706
508	0.03288810366
509	0.03275446028
510	0.03262801679
511	0.03246692688
512	0.03231264107
513	0.03220006432
514	0.03208317473
515	0.03200512311
516	0.03192235932
517	0.03181180528
518	0.03169294267
519	0.03161198152
520	0.03147729336
521	0.03134393041
522	0.03124039404
523	0.03110819537
524	0.03096980374
525	0.03081457195
526	0.0306550291
527	0.0305070108
528	0.03041027261
529	0.03028562524
530	0.03013739515
531	0.03002607142
532	0.02991855411
533	0.02981627668
534	0.02974190132
535	0.02962475438
536	0.0295017511
537	0.02941306117
538	0.02929937337
539	0.02916988191
540	0.02910063344
541	0.02899579671
542	0.0288732815
543	0.02879062362
544	0.02869399961
545	0.02859676505
546	0.02850165616
547	0.02842684715
548	0.02830651084
549	0.0282043547
550	0.02812075082
551	0.02803198339
552	0.02792150448
553	0.02779475099
554	0.02768950072
555	0.02754691103
556	0.0274267244
557	0.02730494042
558	0.0272003362
559	0.02708252547
560	0.02695401253
561	0.02683896048
562	0.02673339903
563	0.02664692585
564	0.02653165609
565	0.0264380416
566	0.02633630667
567	0.02627891051
568	0.02616684904
569	0.02602802139
570	0.0259464219
571	0.02586628663
572	0.02577096298
573	0.02564739294
574	0.02556055414
575	0.02546100403
576	0.02537981571
577	0.02527813817
578	0.02521757748
579	0.02514876325
580	0.02507824342
581	0.02496043151
582	0.02488033174
583	0.02482419748
584	0.02475386281
585	0.02469692159
586	0.02461318698
587	0.02450451898
588	0.02443897635
589	0.02433954871
590	0.02424961757
591	0.02417033955
592	0.02408685755
593	0.02401056302
594	0.02396412168
595	0.02390793121
596	0.02382727237
597	0.02373621067
598	0.02366414259
599	0.02357919163
600	0.0234976294
601	0.02340513128
602	0.02333289814
603	0.02324438273
604	0.02313476283
605	0.02305745369
606	0.02295916548
607	0.0228693574
608	0.02278734437
609	0.02271833018
610	0.02264466593
611	0.02259960541
612	0.02250957962
613	0.02247201598
614	0.02240400397
615	0.02231196848
616	0.0222478191
617	0.02221162148
618	0.02214914575
619	0.0220552674
620	0.02198860722
621	0.02192696389
622	0.02185638193
623	0.02178706247
624	0.02171745312
625	0.02164809816
626	0.02157170305
627	0.02148863104
628	0.0214055892
629	0.02131590831
630	0.02123816138
631	0.02115869345
632	0.02110938931
633	0.02105069693
634	0.02097622396
635	0.02090504152
636	0.02084950419
637	0.02076342325
638	0.02070892419
639	0.02065616979
640	0.0206251949
641	0.02056332202
642	0.02049708071
643	0.0204284765
644	0.02034132061
645	0.02028873896
646	0.02022769493
647	0.02014379643
648	0.02010475258
649	0.02003547926
650	0.01999583729
651	0.01991942917
652	0.01984908267
653	0.01979725059
654	0.01975132869
655	0.01967439462
656	0.01962292697
657	0.01956756535
658	0.0195332733
659	0.01947434014
660	0.01942227555
661	0.01938525086
662	0.01933845634
663	0.01928625095
664	0.01922636292
665	0.0191506665
666	0.01908043478
667	0.01901462889
668	0.01895557976
669	0.01889691933
670	0.01882695264
671	0.01879682553
672	0.01878266358
673	0.0187176398
674	0.01864444825
675	0.01859437088
676	0.01853353214
677	0.01848109603
678	0.01841109562
679	0.01835020127
680	0.01829463613
681	0.01825288153
682	0.01818299767
683	0.01811514481
684	0.01807176091
685	0.01803043226
686	0.01798573794
687	0.01793096971
688	0.01787846142
689	0.01781680744
690	0.01776465115
691	0.01770957291
692	0.01763606308
693	0.01757968448
694	0.01750155596
695	0.01746360126
696	0.01740281872
697	0.01734080031
698	0.01729925809
699	0.01724538377
700	0.0172069404
701	0.01715239757
702	0.01712736303
703	0.01707171033
704	0.01701820222
705	0.01697323577
706	0.0169637363
707	0.01691661638
708	0.01685923205
709	0.01680332319
710	0.01677055513
711	0.01670944247
712	0.01665884804
713	0.01661412947
714	0.01656698352
715	0.01653243058
716	0.01649027486
717	0.01644844808
718	0.0164227953
719	0.01638813291
720	0.01633420121
721	0.01629164379
722	0.01624184033
723	0.01620492805
724	0.01618187244
725	0.01613489097
726	0.01607775629
727	0.01604218696
728	0.015990882
729	0.01595448205
730	0.01592427329
731	0.01586691972
732	0.01583157875
733	0.01578024008
734	0.01573792344
735	0.01570054142
736	0.01564973696
737	0.01560294421
738	0.0155561698
739	0.01551544696
740	0.01547420587
741	0.01543975527
742	0.01539525382
743	0.01534878586
744	0.01531758143
745	0.01528676272
746	0.01524708111
747	0.0152191749
748	0.01518227267
749	0.01514906741
750	0.0151080464
751	0.01505814474
752	0.01503492703
753	0.01499142481
754	0.01494451315
755	0.01490722756
756	0.01489118193
757	0.01484497073
758	0.01482313088
759	0.01477792186
760	0.01473704994
761	0.01469256446
762	0.01465303608
763	0.01461660359
764	0.01458328829
765	0.01455106333
766	0.01451612643
767	0.01448725471
768	0.01447222191
769	0.01442557174
770	0.01439815124
771	0.01437705859
772	0.01433051431
773	0.01428787288
774	0.01427639803
775	0.01423298455
776	0.01419518189
777	0.01415743544
778	0.01412196727
779	0.01409664876
780	0.01407441844
781	0.01403360154
782	0.01400567166
783	0.01396544695
784	0.01392707931
785	0.01390020664
786	0.01385546204
787	0.01381395768
788	0.01378747192
789	0.01374744718
790	0.01371592742
791	0.01367913405
792	0.01364544189
793	0.01361343464
794	0.01358127949
795	0.01353573089
796	0.01350656514
797	0.01346503416
798	0.01342954884
799	0.01338583542
800	0.01335306676
801	0.01331935272
802	0.0132986742
803	0.01327956876
804	0.01325334805
805	0.01322510757
806	0.01320076817
807	0.01318245845
808	0.01313727961
809	0.01311405007
810	0.01309606337
811	0.01308300714
812	0.01305900141
813	0.01301836435
814	0.0129919129
815	0.01295648497
816	0.0129265164
817	0.01289992356
818	0.01286681473
819	0.01283593391
820	0.01281197432
821	0.01278507562
822	0.01275416698
823	0.01272727597
824	0.0126931969
825	0.01266799198
826	0.0126452233
827	0.01260869142
828	0.01258035037
829	0.01254576193
830	0.01251875201
831	0.01247730918
832	0.01244303606
833	0.01241981185
834	0.01239048044
835	0.01236874531
836	0.01232976712
837	0.01230521533
838	0.01226865624
839	0.01223351938
840	0.01221238236
841	0.01218612673
842	0.01216537012
843	0.01214055802
844	0.01212349956
845	0.01210238147
846	0.01206685118
847	0.01203922243
848	0.01201020163
849	0.01198521264
850	0.0119575691
851	0.01192836548
852	0.01190644281
853	0.01187205847
854	0.01184245375
855	0.01183108065
856	0.01182712041
857	0.01179643304
858	0.01176366617
859	0.01174299534
860	0.01172381122
861	0.01169854122
862	0.01167256779
863	0.01164672984
864	0.01161416766
865	0.0115842062
866	0.01157902843
867	0.01155577108
868	0.01152788498
869	0.01149567008
870	0.01146539506
871	0.01143424623
872	0.01141815742
873	0.01141284713
874	0.01140951282
875	0.01137834151
876	0.01136748667
877	0.01134517826
878	0.01134264085
879	0.01131977455
880	0.01129561204
881	0.01126610197
882	0.01124301738
883	0.01121701733
884	0.0112105469
885	0.01119585723
886	0.01116929279
887	0.011150847
888	0.01112406189
889	0.01109791512
890	0.01107402061
891	0.01105101824
892	0.01103397279
893	0.01099927195
894	0.01098906314
895	0.0109671304
896	0.01094874555
897	0.01094350271
898	0.01092026311
899	0.01090192736
900	0.01086797075
901	0.01084874818
902	0.01083229375
903	0.010807697
904	0.01078016054
905	0.0107666612
906	0.01073866092
907	0.01072404639
908	0.01070166167
909	0.01068438016
910	0.01065605154
911	0.01063102232
912	0.01060864292
913	0.01059810044
914	0.010575301
915	0.0105671995
916	0.01055495911
917	0.01054891345
918	0.0105292874
919	0.01050727776
920	0.01049299571
921	0.01047327264
922	0.01045412757
923	0.01042812575
924	0.01041200262
925	0.01038478563
926	0.01036540154
927	0.01033265537
928	0.01030658492
929	0.01028009029
930	0.01026226687
931	0.01025540184
932	0.01023282721
933	0.01021339935
934	0.01018703073
935	0.01016412361
936	0.01013894531
937	0.01012647418
938	0.01010991267
939	0.01009611338
940	0.01008269627
941	0.0100662797
942	0.01004833264
943	0.01002424349
944	0.01000143103
945	0.009985529164
946	0.009960028433
947	0.009946376455
948	0.009926148147
949	0.009910639699
950	0.009888474462
951	0.009856538205
952	0.009832541937
953	0.009821724359
954	0.009811139876
955	0.009793070942
956	0.009772075317
957	0.009761297969
958	0.009740240816
959	0.009738622173
960	0.009717355591
961	0.009702398523
962	0.009692995483
963	0.009676959319
964	0.009669560653
965	0.009648518882
966	0.00964530526
967	0.009641484646
968	0.009622909887
969	0.009619764891
970	0.009609450773
971	0.009595033253
972	0.009581858704
973	0.009570427036
974	0.009552870436
975	0.009532728503
976	0.009517809298
977	0.009496049313
978	0.009472744636
979	0.009447722518
980	0.009433587787
981	0.009416194471
982	0.009405734817
983	0.009393668352
984	0.009371604872
985	0.009352192985
986	0.009325857494
987	0.009311242967
988	0.00929341896
989	0.009274692157
990	0.009256863417
991	0.009245496234
992	0.009229402092
993	0.009207833789
994	0.0092056543
995	0.009186216974
996	0.009166871939
997	0.009150644686
998	0.009132959115
999	0.00911500732
